ID,Comment Text
691,NOJO
692,@isa_284:) er war mein fav. :<
693,💐
694,That’s bad but it’s not that bad as it could be
695,“Allegedly”
696,💘
697,And Korea will still justify this it’s so sad
698,"I would rather wait and see what really is going on with horrific mess, j/s 🤷🏽‍♀️"
699,"Some people said “15 years old is enough”, no. It’s not enough, 12 years of difference is not legal if you’re under 18"
700,And again without real evidence at all everybody is blaming a different person not acknowledging that it was their fault for blaming her the entire time as well as harassing her
701,"Lo único que puedo decir es que cada uno tiene su versión, el suicidio es algo delicado pero dejen descansar en paz a la actriz y si el actor tiene +"
702,Waht happend?
703,"como tem pessoas/mulheres defendendo esse homem? meu deus, se ponham no lugar da vítima, da mulher, poderia ser qualquer uma de vocês"
704,@Ebz x you seen this stuff?
705,benzeeemaaaaa
706,💔
707,@채널 갈색
708,foi ele quem fez a série tudo bem não ser normal ?? MDS eu estou em choque
709,MANNN
710,@StephanieSoo I need to know all the details
711,cara nojento imundo
712,no entiendo alguien me explica?😔
713,I hope this is all a lie
714,contextoooooooooo
715,"MNN, OS DOIS TAO ERRADOS ELE NAO NAMOROU SOZINHA, E ELA SABIA."
716,Do you want to joke why is it always one of my favorite celebreties
717,☺️
718,"the real "" he's handsome , pls dont put the blame on him "" what if he isn't? you all immediately blame him.like fr are u guys blind by his handsomeness? ok the proof isn't clear yet but doesn't mean"
719,such a beautiful soul 😔
720,hope she get justice
721,I hate him...it's not okay to be okay is one of my favourite kdrama but what now
722,she died on my birthday... which is his birthday....
723,What happend?
724,oh my god..
725,bisi dicem biri olayı dmden açıklayarak detayla yazabilir mi kanıtlarıyla? İnanmak istemiyorum ama herkes paylaşmaya başladı. En sevdiğim erkek oyuncu lütfen aydınlatın beni gerçekse berbat hissedicem
726,💗💗💗
727,idk kinda always knew there was something off about him
728,@. Whats happening now ☠️☠️
729,김수현을 응원합니다!!! 총! 그들은 자살을 강요할 때까지 멈추지 않습니다. 한국은 집단적 시기심과 거짓 도덕으로 고통 받고 있습니다. 28세에 일어난 일이다.
730,Apoyo total a Kim Soo Hyun!!! TOTAL! No paran hasta empujarlos al suicidix. Corea sufre de ENVIDIA COLECTIVA Y FALSA MORAL. Pasó gace 28 años.
731,What happened pls?
732,Just let it go they both want to date each other it was their decision to date The girl also wanted it and the man to We have to protect other’s not ruining their lives and live in guilt or die
733,o tanto de mulher defendo esse homem logo no mês das MULHERES..
734,Ok I’m not gonna get out of my way and defend him but yall can’t be talking without solid proof? We’re talking about a man who could end up losing his career?? Allegations are allegations. Yall just believe anything u see on the internet.
735,👍
736,😋
737,SOME OF THESE COMMENTS ARE SO VILE why are yall saying 15 year olds “run after” 27 year olds WHATTT 😭
738,Kim Soo hyun is not bad gay
739,bir cocuk ile neredeyse 30 yasind adami ayni seviyeye koyuyorsunuz ya
740,WHAT HAPPENED TELL ME PLEAS
741,and?
742,"I’m so proud I never liked him at all, I just watch people and I can feel their core and I have a proven history of being good at it. You don’t know how much famous people are literally bad"
743,People think that help is compulsory.
744,☹️
745,age gaps are alr if it’s not too extreme but if they’re doing like sexual things then it’s illegal
746,@s r u t h i
747,Yall are actually insane because what do you mean “she’s old enough to know better”?? Or “she dated him willingly and her parents didn’t care” SHE WAS GROOMED AND HAD NO ONE TO TELL HER IT WAS WRONG??
748,😡
749,que le ISO el a ella?
750,😐
751,@1anis0vass
752,NO WAYY
753,How did she die?
754,🥀
755,@syazln35
756,She chose that path smhh don’t blame him only
757,erklärung?
758,"todo es falso y si le debía tenía que pagar, las deudas no se perdonan"
759,ainda ter marmanja defendendo esse nojento
760,🍀
761,don't judge until u're sure of what happened
762,@x 🫡
763,Omg
764,@numb
765,💋
766,Que sad 😔
767,Kok semua yg aku suka redflag
768,"maaf gess aku buta bangt masalah aktor korea gini. tapi pihak keluarga KSR kan tau kalo dia pacaran pas minor, mksdnya kok bisa(?) apa gaada pencegahan gtu dari pihak keluarganya(?), apa emng dia se introvert dan se tertutup itu sampe2 keluarganya gatau(?) atau keluarganya ngediemin(?) arghhhhhhhh mo marah kesemua pihak rasanya;("
769,só os cão tentando defender ele
770,monster 💀
771,people still keeps defending him bcz of his looks is crazy
772,NOOO NOT HIM TOO 💔😭😭
773,"Dios por favor que se sepa la verdad ,te pido mi Dios defiende melo que yo no puedo yo sé que el es inocente no permitas que la gente mala lo destruya, dale fuerzas para que no se desmorone 🥲🥹💔y que pueda salir adelante con tu bendiciones ,sé que el saldrá adelante con todo el amor de la gente que lo ama y lo quiere 🫀❤️"
774,"it's ok, it doesn't matter I'm 13 and wooseok is 32😏"
775,"How could he do this, what is his way of thinking, it's a good thing he's not my favorite player"
776,"@TEAMLOKISPERU🍒🍒🍒 es lo malo de 🇰🇷 la sociedad ,pero aun así no deberían ser así"
777,please someone explain
778,If they were dating I wonder if she gave herself to him? Yk yk what I mean ?
779,what happened??
780,the society killed her not kim so hyun
781,👀
782,The amount of people who don't understand what it means by sexual grooming really pissed me off.
783,He a b
784,😃
785,jaman sekarang perbedaan umur yang jauh dalam hubungan udh mulai di normalisasikan 😞😞
786,Isn’t that the legal age there
787,ما بعرف اذاكان جد مع بعض ولا لا بس لازم نستنا التصريحات
788,I don’t believe it
789,proofs re not confirmed yet yall wait . plus i'm not his fan .
790,700.000.000 w après 3ans elles a donc décidé de mettre fin à ses jour le jour de son anniversaire..(au gars)
791,"Então, se vocês estão criticando ele por isso, deveriam parar, porque o culpado mesmo seria os responsáveis dela que deixaram uma menor namorar uma pessoa muito mais velha"
792,noo i liked him😭🙁😾
793,"ya está confirmado hasta por dispatch, pruebas ya hay, y no le tiren hate a ella porq ya no está para defenderse , déjenla q descanse en paz."
794,Congratulation!!!💞
795,"A 15-year-old girl is very susceptible to manipulation. She may have been manipulated by her family and this person. At the end of the day, the girl died and the rest continue to live their lives. Sad"
796,إذا هم كانو يحبون بعض فا هاد شي عادي مو غلطه ولا غلطها بس كانو عندهم مشاعر اتجاه بعضهم
797,"gente é bom lembrar do caso do filme “é assim que acaba”, lembra como todos julgaram a atriz da lily, depois o ator do Ryle e depois de novo a atriz? esperem provas e parem de julgar quem espera"
798,se a família sabia de tudo na época prq não fizeram nada ? e prq somente agora depois de tantos anos que já até terminaram? isso se for verdade prq nada está confirmado . estão querendo matar mais um
799,k-diddy
800,quien no lo haria🤷‍♀️
801,"Nojento demais, um velho de 27 anos namorar uma menina de 15"
802,KSH ANJ
803,why all of this didn't come to light when she was alive ?
804,All this nonsense should just stop
805,"BUSETTTTTT BUKTIIII UDAH SEJELAS ITUUU, plisss jangan tutup mata"
806,They have been 4 pictures posted on twitter of them together. The best fun is on tweets
807,😘😘😘
808,🔥🔥🔥
809,@L.🇻🇦
810,🥺🥺🥺
811,เตรียมตัวได้เลยยยยย
812,It’s their choice😭😭🙏🙏🙏
813,can someone pls explain to me what happened?😭💙
814,so what🤫🤔
815,🌸
816,and the fact they broke up when she already 21 yo. Well well well Leonardo D'caprio Korean version
817,Бригаду?
818,No freaking ways 💀
819,😌
820,41 và 21 :))
821,😘
822,Big age gaps for me are only acceptable when the youngest one is 25. Then it's OK before that it will always be seen as someone who knows more and has more power over a young person
823,I don't abt y'all but that's normal here
824,Tentaram fazer isto com Suga do BTS. Tentaram cancelar ele por ter tomado um tombo de patinete na calçada onde ele mora depois de tomar uns drinks. Imagina se ele não tivesse uma carreia consolidada e bons advogados??? Pessoas sem condições acabam fazendo merda!!!!
825,Lá eles tem esta mania de tirar a vida quando as coisas não vão bem. A sociedade dele é muito agressiva quando se fala em cancelamento de pessoas conhecidas. Eles acabam com cadeiras deste jeito. Só esta semana forma dois encontrados mortos com suspeita de suicídio. Não é brincadeira!! Mas culpar as pessoas não é legal. Querem que ele seja o próximo!?!
826,"Gente ele não tem culpa de nada parem com isto!!! ela tirou a própria vida não foi ele que matou ela não!!! Parem de procurar culpado quando a fraca foi ela! ela tirou a própria vida gente!!!! Ela estava individada, com problemas depois de ser pega dirigindo bêbada. Isto acontece muito na Coreia do Sul. sem falar no cancelamento por qualquer coisa."
827,Neden tek suçlu o?
828,🤨
829,"Pls how and why was she in dept of 700milion at such young age, pls I’m new here, that’s a huge amount , was it school debt or?"
830,No wonder he said want to get married when he is 41 and the girl 21 y/o
831,What happened
832,can anyone explain for me? pls
833,Damn.. everyday I'm being disappointed by someone from the Korean industry..I used to like him
834,habis manis sepah di buang
835,No matter how much big fan of i was kim soo huyn I'm not supporting actor who dates minors. if it's proven true I hope he gets boycott.
836,Kenapa baru sekarang si saron😭😭😭
837,yaAllah pidana aj pls
838,"Don’t say that you see this big age gap between humans for the first time , it’s in whole world , some famous older man or rich man are dating really younger woman"
839,세론의 영혼이 당신을 영원히 괴롭힐 거라고 바라. 그녀가 당신이 밤에 잠들지 못하게 하길 바라. 카르마가 제공될 거야
840,Y’all should leave Kim alone he didn’t do anything
841,💖
842,kim saeronn apa yg ada di pikiran lu smpe mau terima dia astaga😭😭😭
843,Бригада
844,15??😭
845,ew
846,👈
847,700 million won is not a joke.
848,"That stuff stays with a person, psychologically. Compromises ones mental health."
849,"بالنسبه للي تقول ""حتى الشركه قالو لها انو هي تعطيهم فلوس و هي ما عندها"" طبعا يقولون لها انو تعطيهم فلوس لانها حرفيا اخذت من الشركه 7 ملايين من الفلوس! 🤦🏻‍♀️"
850,“Yall trying to ruin this man” Why do yall protect him?
851,WHAT... IT WAS HIM 😭
852,The debt has been paid with her life even her life worth more than that .. this is so sad to destroy 1 life plus her family with his mind game .. Fly High Saeron .. 🕊️
853,"aku tuh sempet mikir, klo ada Idol yg terkenal meningning rasanya gimana ya, dan pas moonbin, aku nangis bgtt, sedih bgtt. trus aku mikir lagi, klo ada aktor yg smua org tau dan lg rame ramenya, trus tiba tiba ada masalah gede gimana ya rasanya. dan yaa terjadi lagi, nyesek dan kecewanya bukan maen😭"
854,I'm not taking anyone's sides here but is there any proof that they were dating?
855,pls tell me what happened
856,i wanna see yall defending him now. its confirmed. [写真]
857,[写真]
858,😱😱😱😱😱😱😱
859,"buset dah kt gwa mah, gbs berkata""😔"
860,❤️❤️❤️❤️❤️❤️❤️❤️❤️
861,"A certain amount, not even amount a couple of people in a K drama in K-pop industry in the American industry like there’s no trust we don’t know these people we don’t know what goes behind the scenes"
862,15th yg dibayangan ak it kek ciquita. Tp in bocil bgt
863,😵
864,💃
865,Korean diddy
866,hey guyss pleasee can someone explain? pleasee
867,Bro what happened??
868,Newew
869,"nothing to say but my mum started dating when she was 14 and he was 27, but i know that this is not normal"
870,the fact she 💀 herself she was just 24 I'm sorry rip😞
871,Finally twenty nine 🗣️☝️
872,Oh my goodness:(
873,@R kaget bgt co
874,😄😄😄
875,"It's heartbreaking to know that our favorite actors are actually a piece of garbage ,most Korean actors have skeletons in their closets"
876,No she was 19 at that time so the 15 news if fake
877,😊
878,I think start date she is 15 and he’s 27 but the picture she’s not 15y
879,Someone tell me what’s happening
880,busquen fotos de como se veía ella en ese tiempo y parecía de 10 años 💀
881,"""os pais deixaram, ela fez isso pq quis"" o adulto era ele, galera."
882,What happened??
883,"He produced a movie about his real self called REAL and it flopped because people didn’t want to see it in that light and the female lead, sulli took the heat instead and committed sucide too"
884,"hay que esperar que primero se realicen las investigaciones y se sepa cuál es la verdad,no especulemos antes."
885,hes sick
886,"eu não coloco minha mão no fogo por homem, logo todo mundo sabe como homem bonito na Coreia age!"
887,o erro de vcs é achar que os atores são iguais aos personagens que eles interpretam!!
888,never liked him
889,may darkside talaga sya ☹️☹️
890,I don’t know someone summarize the context
891,הסבר ?
892,tag me🙏
893,@ilovetostan saw treasure l skz
894,didn't we all know this?
895,@Rusandi Kalyananda nah what
896,"aver pero los padres de ella sabian lo que pasaba, y en su momento era que lo aclaren ,pero claro tuvo que fallecer para recien sacar esto a la luz."
897,what
898,deja de romantizar a los pedófilos. 😡
899,THIS IS SICKKKM
900,♥️
901,He didn’t even go to her funeral.
902,This is the reason why most of Korean actor actress committed suicide.
903,@💫
904,Gold Medalist paid 700 million won to get Kim Sae Ron into trouble. Suhyun did not pay his share.
905,WHAAAAA
906,No she 19 years old
907,No
908,Hay que insoportable la gente que lo sigue defendiendo a capa y espada
909,👏
910,q lo metan preso porfa y que sea para siempre 🥹
911,nunca me dió buenas vibras
912,guys she died? 😭what's happening?
913,Y en sus países no pasan esas cosas. En mi país si. Niñas de 14-15- salen con hombres adultos incluso son más adultos. No es que yo sea fan de él. Solo quiero comentar al ver estos escándalo. Ya que es famoso es un gran escándalo. Pero si nos damos cuenta hay muchas niñas se enamoran de hombres mayores. Bueno en realidad mi hermana se enamoro de uno de 40. Le dije que se saliera de ahí pero no quiere y ahora llora todo el tiempo porque mis papás no lo permiten y se escapó al final y ahora está embarazada 😞 triste pero es real.
914,😩
915,The man want a child next upcoming movie of KSH
916,Pasen contexto😭
917,@isuu estoy mal
918,what happend
919,"There was not one kdrama I liked him in. And I like many actors. With him, there was always something that was bothering me, well now I know."
920,what happin
921,Why did they sue her?
922,💋💋💋
923,Okay I understand the relationship was mutually wanted even though it was odd but he sued her for 700 million won?!! What was that for
924,I was freaking loving him in QOT but now? I would never.
925,Que miedo ese tipo 💀
926,las fotos y que se haya desvivido el dia del cumpleaños de el dice mucho además la entrevistas de el diciendo de salir con chicas 20 años menores que el askkoooo de tipo
927,I lowkey loved his tv shows😣😣
928,@Sookie 🫡 oh my😔 they are both one of my favorite actors
929,What…😓
930,mas gente só são 6 anos de diferença aqui no Brasil a mona de 13 namora os cara de 20 e nem fala nada só pq ele é coreano focam com esse drama
931,People defending him still make me sick. Y'all are the reason she was never able to speak up when she was here.
932,💛
933,Ele tinha 27 e ela 15
934,You think his company is stupid enough to support him if he has a relationship with a young girl... i believe the truth and truth is not what I see on social media 😩
935,"ABRAN LOS OJOS POR DIOS, LAS APARIENCIAS ENGAÑAN"
936,🙄
937,plzzzzzz tell me what happened 🤧😭
938,"Entiendo lo de que estaba con una mejor de edad pero el no tiene la culpa del suicidi0..
veo mucha gente enojada pero le recuerdo que en su propio país hay problemas igual y no hacen nada..."
939,omg korea medias want him to kill self??
940,hes disgusting
941,Bro he litterly Needs to pay for Every think he did to her litterly because he was 27 and She 16 bruh thats to freking young She was litterly a model and he told her to quit being a model and hercarer
942,Let Kim sae-ron rest well💔🧎‍♂️
943,This is the freakikh reason why i dont like watching romantic kdramas 😭 😭😭
944,🤭
945,WE NEED PROOF
946,"wo raimu i, minggir o kabeh tak idonane dewe kim soo hyun iki"
947,"Куда смотрели родители, когда их несовершеннолетняя дочь встречалась с 27 летним мужиком? 😡"
948,u know it’s bad when they use this audio
949,She wanted to die and committed suicid* on his birthday. Now her aunt can come out and place false allegations on the guy while the persons who bullied her on the Internet are now spared.
950,can someone tell me why she let other people give her hate comment during qot if she have proof ksh is pedo?
951,This was planned all along just to spoil the guy career. you were dating him all along but haven't had the chance to post him ever since. it feels like there is a conspiracy in this stories.
952,"men in the comment section saying it's okay doesn't suprise me creeps pdfs,but women really! either ur a minor still immature ,or i feel sorry for u"
953,the fact that she gave us hint last yr by accidentally posted their pic together then died on his birthday this year🥺 people should know..💀
954,What is this about
955,What?
956,😫
957,Nojo
958,kim Soohyun from Israel 🥰
959,Yeah I hope it’s over for him. Vile.
960,@Sunset11 😬
961,الصورة لما كان بايسها من خدها كان القميص الي لابستها من 2019 وهو قال ان الصورة من 2016 يعني كان عمرها ١٩
962,So that's true 😭
963,"The fact that I was a big fan of his Kdrama and my fav actor, I can’t believe he did this!😔"
964,What happened?
965,explain??
966,@Israe Maafi :3 hum knt nsna fiha ay bant
967,@𝓂𝒶𝒽𝒹𝒾𝒶🎀 did you hear what happened??
968,parece um Dorama
969,Make I no talk😒
970,this feels like a divorce
971,oh damn
972,What happened ?
973,@안녕🤍빅토리아🩶(G)i-dle🦢 ja go tak lubiłam...
974,what does this have to do with his death now?
975,"какой адекватный человек будет встречаться с 15 летним подросткам,не о чем говорить,разные взгляды на жизнь.Только няньчится"
976,Age is just a number
977,I’m not hating on anyone till there’s evidence bc in my opinion that’s stupid.
978,Her unaliving herself on his birthday is enough proof
979,"I didn’t wanna believe rumours about them but when she died on his birthday ,wasn’t a coincidence. Especially it’s a suicide on his birthday! That wasn’t a random thing."
980,My question is how is she able to keep a six year relationship with him and she was 15 and he was 27 that’s disturbing
981,نبان خداع الروجي ؟
982,No but what did he sue her for
983,"nah msot you should be on your own
There is no direct or indirect evidence
think about it
earn millions in dollars
try to blackmail."
984,I still don’t know what he did
985,من يوم ما شفته قبل ١٥ سنه و احسه مو مقبول احس ورا مصيبه وفعلا طلع بيدو
986,IS THAT BAE RONA😭😭
987,Why are these kim soohyun defenders soo cringe😭😭
988,I felt so uncomfortable watching him with a child actress in this drama. bro expressed more interest in her than in her adult version (which is strange bc Jun JiHyun is gorgeous)
989,Love you kim soo hyun regardless
990,Im a fan of kim soo hyun because of his drama acting style and if the accusations are all true then thats bad but I will still support him as an actor
991,gurl-
992,Y’all stop hating…this won’t stop us from loving him
993,Oh!
994,why is he looking scarier and scarier everytime I see him help😭
995,“10 times actors weren’t acting” ahh scene
996,He probably wants to add her to his list
997,i dont understand what's really wrong with people.You guys just come out and blame him. Why dont you asked the girls parents. They are the real killer
998,😂😂😂 try harder Delulu fans his next pic is without pants in her kitchen at this rate he is Going broke within a month.
999,"guys, I don't like the guy personally, I never liked him but yell need to chill.it's not like he rapped yall or he killed yall families. alot of yall are probably worse them him and he ain't judging😒"
1000,"sweetie, he gr00med A MINOR, he doesn't deserve to walk free while he uses female actors as a distraction for the public to save his career"
1001,ya'll dramatic acting as if u weren't the drooling over him whenever his drama came out ...
1002,Yooo just leave him alone if it was a 15year old guy that is dating a 27year old woman things won’t be like this 😒
1003,"""if she ain't 15, she ain't my queen"" ahh"
1004,This storyline creeped me out even then when I first watched the drama
1005,"When the was alive why didn't use all those pictures to threaten him, but now she is not alive her family is now using those pictures abusing him"
1006,"The fact that teenage kdramas with kissing scenes are considered fine but when such thinh happens in reality, it’s a crime?"
1007,"so now you guys have problem with him acting? assuming he doesn't
well you guys will bash him saying he does know how it act"
1008,Toxic fans🫠
1009,Respect bro game is game
1010,prison is prison
1011,"the parent knew but overlooked because of money, and you all be jumping into conclusion did you hear his side of the story."
1012,dude stop hating him 😆😆
1013,"😂😂😂😂😂😂😭
like it's so funny they now use his role in movies with the situation surrounding him😂😂😂...people are so funny pls"
1014,"oh my, bae rona?"
1015,"He didn't need acting, acting needed him"
1016,i really loved his acting here. oppa be giving us the best filmography ❤️
1017,K drama industry need to stop having these crazy stories as well! I always thought it was weird!!!
1018,Yall overreacting 🙄🙄
1019,game is game
1020,"Please what's the title of this movie?
I want to watch 😌"
1021,that's why we can't what we see on TV and that's why it called acting we don't really know what they are un real life and when stuff like this happen we go on blindly defending them not knowing if
1022,seokhoon save our bae rona please
1023,"now, I'm seeing this differently 😭😭😭"
1024,Now this scene looks so scary 😦
1025,Don't hate him
1026,without me
1027,I have never lost interest in a human faster!!!!
1028,"Kim soo hyun?? please I don't know what's going on, can someone explain?????? 😭😭"
1029,she was… 15😨😨
1030,i know his ahh was crying when he had to act with older women
1031,the child lover
1032,time when actor wasn't acting
1033,Isn't she Bae Ro Na or Kim Hyun Soo?
1034,Hope yall know she’s an adult actor
1035,She was 12 in this drama!!
1036,10 times actors weren't acting
1037,saying so happy that i never liked him
1038,tbh I never liked him
1039,NOOO BAE RONA😭
1040,I mean he dated a child when he was 27 yo 😔😔😔😞 I can’t support such a person ! She lost her life bcs he distroyed her 😞
1041,Scary 😬😬
1042,BAE RONA???????
1043,gosh I mean I really can't bring myself to watch his dramas anymore 😭
1044,she's the girl in Penthouse too.
1045,Oh yeon heeee save your daughter
1046,That was his true self 😭😭
1047,Kim ft Drake :))
1048,why are people hating on him?
1049,He’s a pedo
1050,cam someone tell me whats Soohyun connected woth sulli?
1051,That’s why he played this role so good.😍
1052,"bruh i was FORCING myself to watch that show, how was anyone fine with it?💀"
1053,still love him till
1054,They were to many signs
1055,"he was real for that, he doesn't need acting"
1056,"SAY, SOOHYUN, I HEAR U LIKE EM Y0UNG 🗣️"
1057,Bro drop his acting 😂💔
1058,lol why do i see him as a psycho killer?? wow the influence of media is terrifying😨
1059,why do I feel like he is smiling
1060,"I’m sorry but I can’t see him the same way before anymore, bye."
1061,BAE RONA 👹👹👹
1062,he got paid to be himself💀💀💀💀
1063,He was not acting at all 😂😂
1064,every time I see him makes me feel uncomfortable 😕
1065,To those of you who are still supporting him. You do realise that the brands he represents do has their own investigators right? He’s guilty that’s why the brands are starting to drop him
1066,Top 10 actors weren't acting.
1067,protect her at all cost
1068,now no one can unsee it 😂😂
1069,Those girls who are still defending him need therapy….🥺
1070,I was waiting for this edit 😂
1071,"Sorry 😐😐,but what's the deal with him"
1072,This becomes his sound istg 💀💀💀
1073,LOL IT WAS ALL NATURAL 😂
1074,mmmm y'all so dramatic 🤣🤣🤣🤣🤣🤣
1075,he fooled all of us with his acting by not acting 😭
1076,Can u imagine how difficult it must have been for him to act being in love with all the beautiful queens? No wonder all his kisses felt robotic and surface level.
1077,in character ✖️his character ✔️
1078,"i'm not his fan but it's funny how suddenly everyone have some ""information to share"" about him. Clout chasers..."
1079,"this girl born in 2000💀
just like kim saeron
she and saeron were 14 at the time of drama and he was 26 😬😬😬"
1080,how am i gonna rewatch my love from the star now😭😭😭
1081,Still defending him!!!!!!!🤔I think I'll never understand these people
1082,oh yun heee come save your child😭
1083,i seen some guy analyze his eyes on a korean show and say he is good at lying and being deceitful and now i can’t unsee it
1084,noo wayy ive loved him for over 6 years [cry]
1085,Why I’m feeling uncomfortable watching him with a minor…. And the way he’s looking at her doesn’t feel right odk
1086,"Say Kim so Hyun, I heard you like em young 🤨"
1087,WHAT IS THIS BAE RONA???😭😭😭
1088,the eyes are so scary i can’t unsee this …
1089,is she the girl who played bae roo n'a in the penthouse ?
1090,Some of these comments are the definition of delusional and ridiculous
1091,Bro the defenders are so cringe 💀💀
1092,He was picking his next victim
1093,"I can't believe this guy ended like this 😑..He ruined one of my comfort drama. Looks can be deceiving, chai 💔💔💔.."
1094,"thank God, i never liked this guy 🙏"
1095,bro took that role seriously 💀🙏
1096,From beautiful to the scariest scene 😭
1097,do you know that Korean news said that they are false accusations
1098,What a scary scene
1099,I was so confused at the time. But why didn't anyone ever say anything about it? Everyone thought the series was so good. No one saw it as problematic.
1100,Y’all should rest please is he the one writing the script
1101,Well i like him since dream high 😌. Whyyyyyyyyyyyyy
1102,naurr i was just thinking abt someone bringing this up and i actually see it💀😆
1103,"one of my biggest flex, I’ve never been a fan of this actor & never I have find him attractive 😌"
1104,"I understand what he did, but didn't like 3 days ago y'all were basically loving on the man? this is what I don't get. the immediate switch up.😭"
1105,just take a look at that evil eye
1106,Kim Seokhoon!!! Please save Bae Rona from that man😭
1107,May be he was not even acting 💀
1108,Drake better than bro 💔
1109,bro is a drake version of korea
1110,GO TO JAILLL
1111,please censor his face I have kimsoohyunphobia
1112,based on true story
1113,my fav kdrama was My love from the star 😭😭😭😭😭😭
1114,I swear to God. I was so worried when I watched this for the first time.
1115,Why is he still making Korean drams after all what happen :/
1116,I can’t look the movie same way I saw it before 💀💀💀
1117,STOP THAT 😭
1118,im dead 😂😂😂😂😭😭😭
1119,You know what? you might be right that's diabolical 🙂 jail 👮🏾‍♂️Girl RUN 🏃🏽‍♀️
1120,IS IT BAE RONA FROM PENTHOUSE?
1121,oh lord😭 A MainoRRR
1122,What have you done man! I never wanted to hate you 😭
1123,he was doing method acting
1124,SOO HYJUN DAM3 A LAD NIÑAS
1125,nah bc now I'm looking at all this footage and why he look at them like that???🤨
1126,Nah I don't trust him😭
1127,Can you guys just rest pleaseee🤦🏽‍♀️smh
1128,oh yoonhee grab your daughter fastttt 🔥
1129,bro getting paid for being himself
1130,i loved this scene until his scandal got out. i was so disappointed
1131,bro if this story is real he has to be stopped
1132,Fans can be so hypocritical 😭
1133,why are you ruining my drama 😭😭
1134,my instinct was right bout this guy 🙊🫣
1135,10 times when actors wasn't acting.
1136,oh my..
1137,someone make a not like us korean ver
1138,Rest!
1139,I love you Kim soo hyun stay strong 💪 bro
1140,justice for Kim Saeron #boycottkimsohyun
1141,I was thinking about this
1142,I remember this Drama Use to be mah Fav One 🥺N the Moment with that Little Girl Is Mah Fav Moments in the serial😭😭😭Someone help me
1143,Pls don’t destroy my childhood memories 😭🙏🏻
1144,ouch ( my first ksh drama )
1145,Warning next time plz
1146,BYEE I FORGOT ABOUT THIS SHOW😭😭
1147,Thats so scary 🙏
1148,He would have nailed the gumiho role
1149,HANDSOME.. but DANGEROUS
1150,You can see it in his eyes.....😢
1151,HELP😭😭😭⁉️
1152,you guys are soo unserious 😒
1153,omg not my fav kdrama😭😭😭
1154,oh nahhhhhh 😭😭😭💀
1155,Kim Soo Hyoun has same kindred spirit as Drake.
1156,Love the song choice [proud] (stood up and applauded)
1157,I just watched this LMAO
1158,"Nah, that was definitely muscle memory"
1159,💀 😬Will never see ts the same again!
1160,STOP 🙂
1161,HIS EYES 😬😬
1162,im seeing him scarier now
1163,He definitely wasn’t acting here
1164,"10 times when actors weren't acting"" ahh"
1165,How yall even like him 💔
1166,My love from the star still peak
1167,times when actors weren’t even acting:
1168,No not my favorite show 😭💀
1169,"finally, someone posted a vid of this 😭 i thought no one remembers"
1170,Drake from korea 🗿
1171,pls censor him next time 💔
1172,now I can't unsee it anymore😭 HAHAHAHAHAHAHAHAHAHAHA
1173,stop🤣🤣🤣🤣
1174,He ruined my favorite drama 😭😭😭
1175,Oh man😒😒😒 Im so disappointed
1176,I’m scared 😭
1177,LMAOO HELPP
1178,that was my favorite kdrama since 2014 😭😭😭😭
1179,he was enjoying it 💀💀💀
1180,Finally someone made this edit😂
1181,Thanks For Reminding Us This.
1182,STAWPPP 😭😭😭
1183,Stoppppp
1184,ohhhh myyy goooddd 😧😧😧😧
1185,Ok sir you've taken this too far😏
1186,"they not like us , they not like us😒"
1187,"my man, explanation needed ✍️"
1188,LMAOOO 😭
1189,I can’t believe some people are still defending him
1190,BAE RONA RUNNNNN’ GIRL RUNNN
1191,A MINORRRR
1192,HELP
1193,lol rest!
1194,Pls you lots should just stop hating Abeg 😂😂
1195,lol
1196,"I have strong sense, how didn’t I notice, not just that he used to be my crush!!!"
1197,"I'm currently watching the drama and now I'm feeling like everything that is happening right now actually relates to the drama,I feel so sad for him"
1198,bruh acting was soo good that it doesn't look like acting
1199,"Those videos, top 10 moments where actors were not acting"
1200,A friend of mine is 19 years old and the guy is 31 years old ? How will u react in this guys ?
1201,what's going on why is he getting hated and this show I thought there's nothing wrong with them I used to watch this when I was a kid I thought it was cute he loves her
1202,I guess i know something is off about him because i watched almost all his dramas and movies yet I can't bring myself liking him.
1203,and people still somehow support him 💀
1204,kim soo hyun the devil
1205,Damn
1206,He looks so goofy like how do girls even like his looks 🙏💀
1207,Leave Kim so hyun alone we love you 🇺🇸
1208,Everytime i see him he gets scarier and scarier to me😭😭😭
1209,"this girl is kim hyun soo she born in 2000😬 just like kim saeron 💀💀
she was 13 here and kim saeron was 13 too
and he was 25 💀💀💀"
1210,"is it proven or still an allegations? what a waste, he's a good actor"
1211,LMAO HIS STRAIGHT FACE
1212,Abeg e don do!!
1213,The way I was about to recommend this drama to someone and then the news instantly came out………..
1214,dawg i just finished that drama 😂😂😂
1215,I always hated him! I can read people 🙌
1216,wahala yin poor ooo
1217,“ 10 ten times when actors weren’t acting”
1218,"Just let God and karma be the judge😭 and stop leading celebs to their early graves. you might regret it if he is to die now, dnt be too quick to Judge. fighting for peace & truth 🇬🇭 🇬🇭"
1219,"🤔 anit this a scene from his kdrama called ""love from another star""? also this is a flashback scene."
1220,considering the situation this man is in he is not safe #PROTECTKIMSOOHYUN
1221,All these pdfs gotta be converted into word files ugh😮‍💨
1222,im so scared now
