ID,Comment Text
1807,Chết rồi nói cái cái quái gì chat được
1808,ê chị ấy mất rồi làm ơn để chị yên đi mà
1809,@Phuowng Thao🤓 @Thuhuongg🍌 👀
1810,"để im cho ng sống sống yên , ng mất ngủ yên ."
1811,ê ý là ksr thì đã mất r còn ksh thì đang trg giai đoạn sự nghiệp phát triển mà mấy cái nhà báo lá cải kia cứ đăng mấy cái thông tin kia lên để dập tắt sự nghiệp của ksh hả
1812,@ᥫᩣyến nнi
1813,@vnaneeeee
1814,thic hóng biến nma chả hiểu j :>
1815,@🔐 @Hly luật sư Baek Huyn Woo ra tay r:)
1816,ai còn nhớ vụ mấy trái b.o.m rơi nhầm nhà dân ko ta..🤣
1817,👌👌👌
1818,@bibibi^.^
1819,@caigizaytroi
1820,@Long Lưu Luyến🤡
1821,@Tmi🐣 ọt ọt ọt
1822,"lúc ngta sống thì nói ngta, lúc đi rồi thì bênh vực, đòi lại công bằng các kiểu"
1823,@gia nghi @hacua @Kitty🩵 @bu @miu
1824,"Một bên chết rồi ko yên, một bên chết rồi ko chịu tha 🙏🏻🙏🏻🙏🏻"
1825,mắc đồn ác ý quá
1826,15t mà quen đc a đtrai dị t cũng quen nha 🙂
1827,@jinjin2447 là s cj ko hỉu
1828,@🦀 ((=
1829,@Cô pé lạc quann 🌷
1830,"Làm s làm mà lm từ nạn nhân biến thành kẻ khó đc cảm thông thì nên coi lại, nhìu lúc người sống ở lại ngta lm v, cx chỉ vì người ra đi ko còn lo đc cho họ, vì tiền =)"
1831,Ngoan cố! Sao cản đc quả báo nhãn tiền😏
1832,"Đung r mn oi, ng đàng hoàng ra toà nc chứ đi livetream kiểu để nentizent vô nhấp chìm ảnh bằng những lời nói ác ý làm gì ... bên phía gia đình KSR không tôn trọng con gái và toàn lời nói xấu xàm"
1833,"Tư bản anh mạnh mà. Nhân viên thuận anh thì anh cho đè tin 6 xuống ko thì anh đẩy tin lên,nhìn nhân viên cũ là biết.Riêng vụ này lớn quá anh cần có thời gian."
1834,@Thảo tội kh biết tiếng Hàn nên bị thiệt
1835,@NguyễnLong
1836,@Cao Trang Hoang
1837,"kiện luôn , thương con bé ..... k dc yên . GĐ cô gái ấy thật 😡😡😡😡😡😡"
1838,😡Nghiệp quật anh
1839,Tôi hy vọng sự thật là chưa từng hẹn hò vì như thế tôi cảm thấy bớt đau lòng thay cho cô bé ấy
1840,@Quyennnnnn💗
1841,Gia đình chị ấy tệ thật sự vừa mất là lôi ra làm drama kh để chị ấy yên nghỉ 1 tg thật sự :)))
1842,trc khi còn chưa đủ 18t yêu đương gđ k ý kiến gì. bjo chia tay nhau rồi tự dưng khơi ra. định kiếm 1 khoản tiền từ a này đây
1843,@>~<
1844,Đầu năm lắm drm khung bo cả thgioi 😝
1845,@Kim Ngân hóng giùm
1846,Idol đóng phim tổng tài thì hài khỏi chê. Đóng giang hồ thì ngầu phết 🤣
1847,"hơn cả penthouse nx,bóc tiếp ik mn ơi,t ms ik hóng có liên quan tới Son Ye Jin,tr ơi đụng tới chị pé t nx,sock thiệt chứ"
1848,ได้รู้ได้เห็นได้ยินสิ่งใดมา ให้ตั้งสติ และคิดเพียงเท่านี้ว่า“ใช่ว่าสิ่งนี่เท่านั้นจริงสิ่งอื่นเปล่า”..เพียงเท่านี้ความจริงจึงจะถูกเก็บรักษาไว้
1849,@lnhi
1850,😳
1851,Cha mẹ bé kia cx k vừa đâu nhỉ🤡 con vừa mất đã như này
1852,👏
1853,@p.thảo🦋
1854,sao thấy cch đâu lòng thế 🙏🙏😥😥😥😥 t k phải idol ai cả cũng từng xem qua fim e ấy đóng lúc nhỏ sao đó tui k còn theo dõi và biết e nữa. giờ biết cuộc đời e thật sự 🙏🙏🙏kim sae ron mong e mau sthoat mong có kiếp sau chỉ mong e kimsaeron có đc gđinh thật sự hp 1 Tinhyeu hp đc iu thương che chở cho e😪😥
1855,😭😭😭🥀🥀🥀
1856,@Duanonnnn.
1857,@📍t h u y 📍
1858,"lúc sống k lặt mặt đâu, đợi bả mất r mới tiếc nuối lôi chuyện lại nói, tội bả"
1859,@Huonnnn @wifey ☺️
1860,@T
1861,😘😘😘
1862,"Nói chung chỉ có người trong cuộc mới biết được. Ngoài chuyện sinh tử do số phận tai nạn này kia thì không ai có thể ép được. Nếu đã chọn 44 thì là lựa chọn của bạn, mong bạn yên nghỉ."
1863,@thuynie 👽👻 @nhii✨ 🙃🙃
1864,"thuê luật sư Vincenzo đi 😂 15t 2 bên tự nguyện yêu nhau cái tụi nó khẳng định là ấm dâu, ""ấm dâu tận 6 năm cơ + 3 năm ct là 9năm mà ko kiện"" giờ mất thì gđ đi kiện 🤣 có bằng chứng thì đưa vks và ca đi là bên đoa họ sẽ tự mở vụ án khởi tố và đến bế đi liền đc mà chứ cứ tung bằng chứng ko trọng điểm mập mờ với báo chí ko. đưa bằng chứng cho cho phía vks vs cs thì ko đưa cứ đưa báo chí là sao 🤣"
1865,@kh biett
1866,mn theo phe nào đông nhất v ạ để mik bt mik hùa theo ạ chứ mắc công quê nx
1867,Cho mình hỏi là nếu quen nhau thật thì qhtd ở độ tuổi trẻ như v nhưng với tinh thần tự nguyện thì KSH vẫn bị kiện ạ?
1868,Kim bài miễn tử👌
1869,@HieuDang11293
1870,@bognhe_06
1871,@Bánh Gấu Phô Mai
1872,"Đề nghị Kim Soo Hyun 44 để chứng minh mình trong sạch. Xuống đó gặp KSR 3 mặt 1 lời làm rõ đầu đuôi câu chuyện. Nếu anh bị oan hãy báo mộng cho G-DRAGON, chúng tôi sẽ tổ chức cầu siêu quy mô quốc tế để đưa anh trở về tiếp tục đóng phim. A men di đà phật 🥰💪"
1873,@chất liệu bạn gái @máy nhịn luật sư ảnh định khởi kiện kìa
1874,😆😆😆
1875,hên quá t coi phim chứ t hổng thần tượng ai 🥲 hên hơn nữa là t chưa bao giờ coi phim của cha này vì k hợp gu và thấy seeding hơi lố 😅
1876,@dautopik.doiten
1877,Biện minh mà dối trá tối c ấy về kím m khỏi ngủ nhe
1878,@queen of tears
1879,"Thì vd nếu có quen thiệt thì ô chỉ có lỗi là quen trẻ dưới tuổi vị thành niên, lúc quen thì lo hết, bả gây ra chuyện, cty cho mượn thì khi hết quen, phải trả nợ cho cty chứ,"
1880,🤡
1881,@Thiên An
1882,:ooo
1883,@@Anhhoa♑ má ơi
1884,"@chieuta90:bịt, quên kiếm tiền rồi đổ lỗi người ta, tỉnh táo lên các bạn, đừng để truyền thông đắt mũi, bộ con bé bị bắt iu hay gì"
1885,🤨
1886,Nhiều người tiêu chuẩn kep nhỉ.ý là nợ tiền ko trả cái 44 xong chủ nợ vừa mất tiền vừa bị tiếng ác. Thôi thì tiền ai nấy giữ ko cho mượn j hết nha. Còn vấn đề tc thì chuyện cá nhân họ thôi
1887,@3th10 bạn hít chưa
1888,@phh ☺️
1889,@gf cte number 1 in đờ qơ hóng đi hóng tiếp m
1890,tr ơi a cúu ảnh cái di 🥹
1891,giờ có chuy tố quan hệ với trẻ vị thành niên không nhỉ
1892,@Bảo Hân 💓🐿️ @Nh.nhims
1893,@phthaoo 🤫
1894,"MỖI ANH SEUNGRI , NGÔ DIỆC PHÀM LÀ LIÊM😇"
1895,😞
1896,quen nhau hết tình cảm thì chia tay thôi. sao phải bắt buộc người khác phải ở bên cạnh người mình ko còn tình cảm. nhiều khi cô gái đó quá lụy tình nên 44 rồi phá sự nghiệp của anh này thì sao.
1897,@emyy
1898,@Ryu✨ @MChii xingai💗🐣😘
1899,yt 가로세로연구소 đang live ai vào dịch đi🤣
1900,sao r mọi người 5 rưỡi r
1901,"S đó giờ hog phốt, giờ cô bé đó mất sợ trả tiền hay s phải phốt"
1902,nhanh coi cho t hóng
1903,T ko quan tâm ai yêu ai. Điều t quan tâm là tại sao 1 sao nữ độ tuổi đó lại để bản thân say xỉn gây tai nạn rồi phải sống trong cảnh nợ nần. ??
1904,@ngoctrinhh yeeee😭
1905,@bngocc
1906,Matroi cx ko yen
1907,"Ê ý là quen nhau nhau vs người nổi tiếng tới mình cũng bt thì k có cớ j gđ bên đó kh bt cả chỉ là họ vẫn chấp nhận cho 2 ng hẹn hò miễn ko làm j vượt quá giới hạn là đc mà?? Còn nợ vẫn phải trả thôi cho mượn chớ có cho luôn người yêu cũ chứ có phải nhà hảo tâm đâu nhỉ?? Sống kh hp với nhau nữa hết duyên thì chia tay chứ , h người nhà lục lại để kiện ông này trên tội danh quen ng dưới 16t đổ hết lỗi lên ông này mà bt làm ng nổi tiếng r chỉ cần 1 lỗi nhỏ hoặc sơ xuất thôi là chuyện bé xé to liền đối với ở mình yêu đương 15-16 tuổi cả đống ngoài kia nm người bth sao so vs người nổi tiếng thế giới nhỉ?? Túm quần lại lỗi là người nhà chết r cũng kh để bả yên ổng ctay từ hồi 2021 rồi tới đây 4 năm r cũng ko tha"
1908,Người mất r cx hk tha t sợ cái CĐM này lắm r á . Sợ con người sống hơn sợ ma nữa 🙂
1909,@wooahae27
1910,@Cherry ô mai ca
1911,@𝕄𝕦̛𝕠̛́𝕡 𝕄𝕚𝕖 🎀🐰
1912,"Ko fan ai nhưng thắc mắc quen 6 năm mà bọn paparazi nó ko phát hiện thì thấy lạ,mới liếc mắt phát là nó cho lên tạp chí rồi chớ nói gì tận 6 năm"
1913,@Thu Luong🐰
1914,"Hình ảnh gõ gàng còn chối, đúng là tréo trở như luật sư😂"
1915,@mất ngủ 12/24 e
1916,@Aloha @Duy Long
1917,@Mattoicuaem 🥺
1918,Cho dù là ông này quen bé đó lúc bé đó 15tuoi thì cũng kì thật. Nhưng phải chăng gđ thấy ông này nổi tiếng nên đồng ý cho qua lại không?
1919,@Alibaba
1920,nhà hiền triết ng Trung cũng từng kiện á😀
1921,"Chú cứu mom bắp, pt, ql, hdm, tt một mạng 😂"
1922,@🐌 vụ này mà thiệt kim so hyun tàn canh luôn
1923,mình ko tin
1924,@vy @Pu✨ @nqoc hann yêu
1925,@Thiên Nga🌷🦢
1926,Kim Soo Hyun hiện là tài tử giàu nhất làng giải trí Hàn Quốc với khối tài sản lên tới 117 triệu USD. Mỗi phim thù lao lên đến 65 tỷ đồng. Mà lại đi đòi 12 tỷ cho bạn gái 6 năm lúc cô ấy khó khăn nhất?
1927,tiền đó là ngta cũng làm ra công sức của ngta mà giàu hay nghèo gì có giàu cũng đòi cho vay chứ đâu cho luôn
1928,"Tài sản 2000 tỷ vnd tương đương 117 triệu USD mà phải đi siết nợ bạn gái 12 tỷ vnd trong lúc cô ấy mất việc, mất nguồn thu nhập, khó khăn cùng cực nhất???"
1929,khi kết thúc mới đòi. chứ ko phải lúc bà này khó khăn do bị phong sát là đòi đâu
1930,Bạn lên kenh14 mà đọc. Lúc dí giấy nợ là lúc Kim sae ron đã kiệt quệ kinh tế và ko còn j để trả nợ nữa. Lúc đó kim sae ron đã gọi cho nyc để hỏi có đúng ko thì bị anh ta chặn số.Cô ấy cũg 44 vào sn ny
1931,"Cái vấn đề là tài sản của ảnh gấp chục lần số nợ ấy a b, có nghĩa là ảnh k có phải đang cần số tiền đó cho lắm nhưng phải đòi cho bằng được khi KSR khủng hoảng kinh tế và kh có đóng đc phim nhiều á. Nếu theo dõi thì sẽ biết khoảng sau tgian hai ng ct KSR ít hoạt động nên chuyện trả nợ kh phải dễ dàng. Vând đề chính có nghĩa là ảnh làm khó b ấy, trong khi số tiền đó ảnh k có thật sự cần liền b hiểu k?"
1932,Còn muốn hiểu sâu xa hơn thì đợi khi nào b là cái ng bị ng mà mình iu thương tin tưởng nhất đối xử như v khi khó khăn đi rồi b sẽ hiểu thế nào là lòng người bạc bẽo
1933,Ko Biết mọi chuyện sẽ như nào.Nhưng Kim...chọn ngày mất đúng sinh nhật Kim Soo Hyun thì cũng không hề đơn giãn.
1934,"Thật, k bth đâu"
1935,Lúc này t cũn thấy k đơn giản
1936,@yennhi @smj @Thu Hằng @chanh kh chua e😭
1937,"12 tỉ lận mà, cho mượn thì đòi lại thôi sao lại thành ra phải tội thế nhỉ"
1938,"t nghĩ chắc đòi lúc cả đang bị scandal, đang phải trả nợ hợp đồng vs đền thiệt hại, nên bị nói ý"
1939,Thù hằn gì mà tới mức đó ảnh cx đâu tới mức thiếu tiền
1940,Bà này scd cả đời bao h cho hết mà ko đòi. Mà ngta cho mượn chứ cho luôn đâu mà
1941,"ý mk là đòi lúc ngta túng thiếu quá ý, chắc cũng sợ bả k trả đc, nm lúc túng thiếu vậy mà ny đối xử thế thì u uất thật"
1942,ủa chứ cứ k thiếu tiền là vung 12tỷ như chơi hả h t cho vay 12k t còn đòi = dc nx là 12tye
1943,M đọc lại tiểu sử của ổng chưa diễn viên có catxe cao ngất ngưởng mấy cái đấy đáng gì
1944,"bả 44 ngày sinh nhật ổng mới đáng suy ngẫm á , sợ ông này k hiền như ổng thể hiện !"
1945,"chả hiền j cả đâu, từ lúc bà KSR mất tới giờ t ko tin ổng nữa lun"
1946,"Ai mượn tin? Cho mượn tiền thì đòi lại chứ phải cho k đâu mà giờ tố, chia tay r thôi chứ phải ổng hại ksr hay gì, gđ ksr mới đáng sợ á, giờ đổ lên đầu ksh"
1947,"Cho mượn đòi lại là đúng, nhưng yêu mắc gì chối"
1948,"Nhưng mượn là phải trả mà, cũng chả có j sai cả☺️"
1949,"Nhưng mà quen trẻ vị thành niên, ông đó dù gì cũng quen 6 năm mà mất không đến viếng, nghe đau lòng"
1950,"Đúng rồi ấy, nợ thì phải trả nhưng cái đáng trách ở đây á là ổng yêu vị trẻ thành niên ấy"
1951,"Có luật kh được yêu hả mẹ, nói cái gì v:))) có qhtd không? Mà nói không được yêu này nọ"
1952,ý là mấy chuyện khác thì k biết chứ mượn thì phải trả là chuyện bình thường mà????
1953,"Có vay có trả là lẽ hiển nhiên mà, yêu thì yêu chứ mượn là nên trả nào cho đòi thì mới đáng lên án bà ha , còn về chuyện tình thì tui k nói tới vì k phải ng trong cuộc"
1954,"Đúng đó bạn, sống tự trọng lên đi chời. Tiền mượn ny thì phải trả, chừng nào ngta cho mình xài mà ngta đòi lại thì mới đáng nói. Huống chi nyc nữa, còn yêu gì mà nghĩa với tình, vậy là cũng tử tế r"
1955,"Ngta đã vô bước đường cùng rồi , ép ngta v đó"
1956,Vấn đề là 12tỷ lận đó mấy má.. cũng hết lòng lắm mới dám cho mượn 12tỷ… ngay cả gia đình máu mủ còn chưa chắc đã dám cho mượn kiểu đó
1957,"12 tỷ đối với bạn là nhiều, chứ với ổng ở đây chắc bằng cái đồng hồ của ổng. Đúng là tiền nào cũng là tiền nhưng ở đây là cái TÌNH NGƯỜI của ổng"
1958,"hết yêu chia tay đồi tiền đã cho mượn cũng có siết nợ gì đâu mà tự đầu con kia drama nhậu nhẹt đụng xe là của nó mà nhỉ ngta cho mượn 12 tỉ không lãi nhấn mạnh 12 tỉ , ổng giàu nghèo gì ko biết nhma nửa triệu đô vẫn là số tiền lớn"
1959,tình người thì k trả à 😂
1960,12 tỉ nói rõ cho mượn mà nhiều đứa coi tiền như lá đa nhỉ😂
1961,"Vđ là 12ty tiền vn á a. Còn tiền Hàn có là bao , trong khi KSH tài sản ròng a biết bnhiu k ? Ai lại đi siết ng mình từng iu vào cái hoàng cảnh khủng hoảng kinh tế như vậy hả a?"
1962,nói như má thì mượn tiền ng giàu là m cần trả hả
1963,500k$ mà cháu làm như lá mít
1964,tâm thư để lại rõ ràng vậy cmay còn bênh:)))
1965,"Giờ nó 44, như là cả thế giới có lỗi bới nó, nói gì mà chả đc"
1966,chứ mắc gì pk đúng má:)))vdu nha: ng ghét ông ksh mua chuộc ng thân làm giả cái đó vẫn đc mà:))? chẳng lẽ lúc t chết t để tâm thư con t ghét giết ng này ng kia cũng thật má
1967,Nhiều khi bạn nữ muốn kéo bạn nam xuống.tiền đó thuộc dạng cty đầu tư cho nhân viên khi kết hợp đồng cty đòi lại thôi .kiểu phải đền bù hợp đồng ý
1968,KSH không trong sạch nhưng KSR cũng không phải là bông tuyết. Nếu đúng là chia tay năm 2021 thì đã qua 4 năm rồi còn lụy dây dưa chi vậy?
1969,Ủa chia tay đòi nợ chứ có đòi quà đâu? Nợ trả hợp lý mà. 12tỷ chớ k phải 12tr mà mấy mệ nhảy đựng đòi ng ta phải cho luôn nhé.
1970,"ê k bàn những vụ khác, nhưng nợ thì ngta đòi chứ tố ngta gì trời, 12ti chứ có phải 12tr đâu, tiền của ngta cũng công sức lao động của ngta mắc gì k đc đòi mà đi tố, gđinh nhà gái cũng kì á"
1971,r a t đang trong sạch luôn á
1972,"K có bông tuyết nào trong sạch í 😭 nghe từ nhiều phía để biết rõ đi b, nhìn bài đăng trên ig đến lúc bà này 44 đều có ẩn ý liên quan tới KSH"
1973,Ủa sao bàn tán ta?? Mượn thì phải trả chứ ạ??
1974,"T k bênh ai nhưng nợ thì pải trả,nta đòi là bt,ai bị nợ ms biết đòi mà n còn chửi ngược lại cũng có,xong lại bảo chủ nợ k ra gì cũng có"
1975,Ct Kim Soo Hyun lên tiếng r nha
1976,"CTY nó thì phủ nhận là đúng, gà đẻ trứng cho CTY mà, tiền catxe cả đống, có khi dùng tiền để bịt miệng nhà báo ấy chứ, k có gì trong sạch cả"
1977,Cho vay chứ có phải cho luôn đâu
1978,Thật ở VN thì có Ttb ở Hàn thì có ô này. Cho vay thì phải trả chẳng nhẽ cứ yêu nhau xong trốn nợ
1979,Chuẩn luôn
1980,"Sae Ron nói với dì nè: “Anh ấy ko yêu cầu trả lại, nhưng con sẽ cố kiếm tiền trả lại anh ấy”. Nên vụ đòi tiền con bé ko biết là KSH hay anh trai của Kim làm"
1981,"Tự nhiên cho mượn tiền, vừa mất tiền vừa mang tiếng. Còn bị tố vì đòi tiền nữa, tiền ng ta làm ra ng ta đòi thì sai chỗ nào. Gđ kia hài thật đó...😏"
1982,"Chắc gđ muốn làm rùm beng để kiếm thêm tiền thôi, chứ Cty ứng trước khoản đó từ 2022, đến 2024 mới bắt đầu yêu cầu trả. Có phải đòi liền đâu mà đổ lỗi. Khổ thân KSH đã tốt còn dính mang tiếng"
1983,"Đúng kiểu chí phèo cào đồ ăn vạ, nếu có quen thật thì sao ko ý kiến từ lúc mới quen đi. Để tận 6n giờ ng mất xong rồi thì tòi ra bà Dì nào đó gào lên ăn vạ."
1984,Sao hạng A của Hàn 12 tỉ đủ tiêu vặt ak
1985,Trời ơi v là có hẹn hò mà bày đặt chối ha 🙂 con bé nó 44 ngay ngày sinh nhật anh là đủ hiểu nó đau vì anh ntn rồi 🙂
1986,"k hiểu mấy má bị cuồng hay gì 12 tỷ mà k cho người ta đòi mấy má có 1 tr cũng còn đòi nữa là 12 tỷ, yêu nhau họ chối k sai gì hết chia tay rồi phải trả chắc chắn ksh cũng bị dính vô vụ này"
1987,Ông này còn ko coi trọng tình nghĩa dù gì cũng là chủ công ty của con bé ko đến viếng đám tang nữa mà
1988,tôi thấy ông sợ bị dây vào thị phi vì năm ngoái bả đăng ảnh chung với ổng
1989,"Sae Ron nói với dì của ẻm: “Anh ấy ko yêu cầu trả lại, nhưng con sẽ cố kiếm tiền trả lại anh ấy”. Nên vụ đòi tiền con bé ko biết là KSH hay anh trai của Kim làm"
1990,ê ko bt đúng sai như nào nhưng dù kimsoohyun có giàu như nào nhưng mượn là mượn lúc ko còn là gì của nhau thì đòi là đúng 12 tỉ chứ ít gì mà ko đòi
1991,t lúc nào cũng về phe bà ksr cả
1992,vậy làm giống đi
1993,"Ny mà ,,, nợ gì trời"
1994,"Chia tay 4 năm rồi ,nyc nó bên ngoài còn muốn giết mẹ luôn ý chứ đòi nợ là cái gì 🤣"
1995,Ủa mn ơi mượn thì trả phải trả chứ ạ. Chứ có cho đâu
1996,ủa là đòi nợ mà mấy má? người ta đã giúp bằng cách cho mượn tiền rồi
1997,nói gì thì nói chứ chuyện mượn tiền thì trả là đúng mà mượn chứ có phải cho đâu mà không trả ?
1998,Hy vọng là không phải sự thật 🥺
1999,"Yêu nhau ct nhau là chuyện bt mà , còn vấn đề tiền bạc tận 12tỷ chứ ít gì . Mà mượn chứ có phải cho đâu. Vợ ck bỏ nhau còn phải chia tài sản ấy"
2000,"Nyc mượn 12 tỉ xong k trả mấy ông ,mấy ông có đòi k ạ ?"
2001,Ủa nợ thì phải trả chứ sao má:((
2002,"Sae Ron nói với dì: “Anh ấy ko yêu cầu trả lại, nhưng con sẽ cố kiếm tiền trả lại anh ấy”. Nên vụ đòi tiền con bé ko biết là KSH hay anh trai của Kim làm"
2003,Rùi liên quan gì đến vụ nợ má
2004,"Ý là lựa thời điểm đòi nợ ko đúng khi con bé này bị tẩy chay bạn ạ, đi làm quán cafe còn mang lên báo cười nhạo, đi làm giáo viên cũng bị bàn tán, tính ra nhỏ làm quần quật kiếm tiền trả chứ ko có quỵt nha"
2005,Mượn thì trả chứ s
2006,Ủa ở bên nhau 6 năm thì sao? 6 năm cho vay 12 tỉ cho vay chứ có phải cho luôn đâu tr chia tay thì phải đòi chứ🙂
2007,bằng chứng??
2008,bà yên tâm ảnh kiện lun r ạ
2009,"sao đọc báo thấy bảo ông này ngoan lắm vs chưa bị phốt gì bao giờ, giờ lòi ra quả này đúng chấn động địa cầu"
2010,tìm hiểu cho tử tế không lại oan kim soo hyun
2011,ngày bả 44 vào sản ổng t biết có liên quan đến chuyện tình cảm chứ chả ai làm thế 😆
2012,chắc lý do liên quan đến chuyện tình cảm yêu hận
2013,Mượn là có nghĩa vụ phải cho hả bị gì không được đòi. Mồ hôi công sức mình mà. Ủa alo ? 🤷🏼‍♀️
2014,mất đúng ngày sn là muốn cảnh báo ổng luôn rồi đó nhớ suốt đời này luôn🙂
2015,Có cho “mượn” mà mượn thì nên trả chứ đâu có phải ngta chủ động cho đâu mà ko được đòi 🙄
2016,cho vay thì trả đúng r còn có yêu hay không thì có bch hãy nói chứ mấy mẹ cứ vào nói như đúng r🥰🥰😭😭
2017,Để a tui yên di trời
2018,anh nào của m 😂
2019,Liên quan gi m
2020,Ủa v lí do bả kthuc csong là do bả w KSH ctay hay là do KSH đòi tiền bả hay là do cđm toxic bả dậy mng
2021,"all lý do đấy đó bác😌, thất tình, cviec k ổn, mxh toxic, còn nhiều lắm😢"
2022,"Lý do như nào thì chỉ mình bả là người rõ nhất, mọi người cũng chỉ suy đoán thôi. Giờ mất rồi gđ còn ko để yên muốn đào lên để ảnh hưởng cả ng mất lẫn KSH nữa. Chắc gđ muốn kiếm thêm tiền..."
2023,nếu vậy có tính qua lại với trẻ vị thành niên ko
2024,Ý là chủ nợ ko đc đòi tiền hả😞
2025,cho mượn thì phải trả thôi..dù là người yêu hay vk ck ly hôn
2026,"Việc nợ phải trả là đúng. Nhưng cái đáng nói là KSH tất tay quá chứ cũng k kiểu nhân nghĩa. Đòi lúc khó khăn thì thôi, bạn này muốn điện maybe xin thg lượng thì KSH cũng chặn cả số"
2027,"ý là không phải đúng hay sai, mà là cái tình các bạn ạ ☺️tình người đó"
2028,"ngày này cũng tới,ai rồi cũng sẽ dính drama😇"
2029,Cho vay giờ thành có tội lạ nhỉ🙄
2030,"🙄🙄 Có vay có trả... Nào cho thì ko đc đòi, nhưng mượn thì lâu mà ko trả thì phải đòi chứ... Bạn đối với bất nhân, nhưng lại muốn tôi có nghĩa... Quy chuẩn gì đây ??"
2031,ko bênh nhưng mà cho mượn mà ủa 🥰
2032,"Một nhà hiền triết đã từng nói: "" Không có bông tuyết nào trong sạch""🤡"
2033,k biết thực hư thế nào🤔 nhưng sao Kim Saeron lại chọn ngày sinh nhật của Kim SooHyun lúc t ự t ử😳
2034,"Biết đâu đã ct rồi nhưng cô ta đeo bám. Hẹn hò nhưng đã ct, vậy bây giờ cứ bám víu làm gì??? Rồi tận 2021 rồi sao còn tại soo huyn???"
2035,Chia tay từ 2021 và đòi lại 12 tỷ thì có gì sai. Có phải 1tỷ 2 đâu
2036,Thật ra ctay từ 2021 r thì cg k đáng trách ô này. Chỉ trách là hẹn hò năm bà này còn nhỏ quá thôi
2037,Ơ thế nhưng mà vay xong ct là kh phải giả ạ
2038,ê tui không về phe ai nm cho vay thì phải trả là đúng rùi chứ trách cái gì vậy
2039,bông tuyết nào đen cũng đc trừ lee je hoon với byeon woo seok của t ra là đc 😃
2040,"Bữa chắc giận hờn gì nên lộ ảnh với KSH đó, cái này t nghĩ thật"
2041,cty ksh phủ nhận r mà ta
2042,"Nhà báo đi tìm người nhét tiền rồi tạo tin giả cũng là 1 trường hợp dc lên án trong rất nhiều phim nha, giờ bạn Nữ mất k đối chứng rồi, giả giả thật thật"
2043,Gì k biết nhưng cho mượn tận 12 tỷ thì trả đi chứ
2044,"không phải có vụ này mới ns chứ mấy bộ phim có ổng tôi xem phim vì nữ chính và câu chuyện chứ không có thiện cảm j vs ổng cũng trả biết vì sao luôn ""không ghét"""
2045,"Tâm thư chỗ nào, đây là lời của bà dì nào đó thôi! Có phải trong cuộc đâu!"
2046,ảnh cùng gu với nhà hiền triết nào đó
2047,Cho vay thì phải có nghĩa vụ trả chứ còn phải đòi mới trả
2048,Đứa nào đợt cái ảnh IG bảo 2 ng này ko có gì đâu ra đây t coi =))
2049,t k tin Kim soo hyun t cũng k tin cái tâm thư này
2050,Rồi luôn đang thích ổng lắm luôn thấy ổng dễ thươnh😔
2051,"12 tỷ mà nói như 12tr vậy 😬 , phải tao tao cũng đòi"
2052,Ê cho mượn thì phải trả chứ😳
2053,"ngộ ha, sao gia đình k bỏ 700 chẹo cho con trả nợ đi, giờ người ta đòi thì lên phốt🙃"
2054,"k biết tiếng Hàn nhưng vẫn coi live, cái thumbnail kim soo hyun hôn má bả chấn động thì th nhé luôn"
2055,Nói tóm lại 2 ông bà đều k phải của vừa
2056,Thì mượn thì phải trả thôi chứ sao nữa trời
2057,"Mượn thì trả chứ sao nữa , cho mượn rõ mà"
2058,"Cho mượn . Giờ đòi lại cũng phốt hả trời . Tiền ngta làm lòi lìa ra, ngta nghèo hay giàu, số tiền ít hay nhiều thì mượn cũng phải trả mà"
2059,Ê nhưng t ko hiểu là ông kia cho mượn xong ổng đòi tiền của ổng thì có gì mà chỉ trích? Cho mượn chứ cho không đâu trời? 😑
2060,Nói chung là gia đình muốn tạo áp lực để quỵt nợ ấy mà 😹 chứ gì nổi nữa
2061,700 tr won là bao nhiêu tiền việt v mn
2062,12 tỷ á
2063,"Thực sự mấy ông Hàn ối dồi ôi lắm, đa số cọc tính và khó chịu, nhưng mà có nợ thì trả, ko có gì sai"
2064,Tiền này cho bà ấy vay lúc bà ấy gây ra tai nạn để đền bù thì đến lúc cũng phải trả chứ
2065,Ko biết chuyện nợ nần thế nào nhưng mà cứ 1 người bảo từng yêu nhau còn 1 ng thì chối cứ kiểu gì ấy nhỉ
2066,"Có từ mượn là phải trả nếu cho rồi mà đòi thì mới đáng lên án , còn có nợ thì phải có trả thôi"
2067,Ê k phải ý gì nhưng mà bộ nợ ng ta k tính trả hay gì nếu ông kia ns cho rồi đòi lại ms bị chửi chứ bộ tiền mk làm ra hết yêu r giờ ns trả tiền cũng bị chửi hả 🙄🙄🙄
2068,ê nha. HQ tao mê có mỗi ổng hoy á bây. đừng có giỡn dị nha
2069,Ụa người nhà KSH đòi tiền mà..v ruốc cuộc là ai đòi dị...mỗi bài báo khác nhau là seo dị
2070,"Bao h sự thật phơi bày mới tin, còn đâu chả tin mấy báo lá cải"
2071,"t tin tin hẹn hò là thật má kề má mà, k ai thân thiết đến mức v trừ iu nhau, showbiz hàn nên k có gì lạ mấy vụ này nữa"
2072,có vay có trả đó là quy luật mà
2073,Trước khi 44 sao k nói rõ ràng 🥺 khổ ghê á
2074,700tr won chứ có phải 700tr đồng đâu mà cho luôn ngta đòi là hiển nhiên
2075,"Trời ơi trời ơi cứu t, đọc tin tuc mà ko bt có lên tin hay ko🙂"
